Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444037/SRR8444037_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444038/SRR8444038_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444043/SRR8444043_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970629/SRR7970629_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970630/SRR7970630_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970631/SRR7970631_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970598/SRR7970598_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970599/SRR7970599_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970600/SRR7970600_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269830/SRR8269830_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269647/SRR8269647_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269650/SRR8269650_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916318/SRR10916318_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916319/SRR10916319_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916320/SRR10916320_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970603/SRR7970603_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970606/SRR7970606_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970610/SRR7970610_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027727/SRR9027727_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027728/SRR9027728_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027730/SRR9027730_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916163/SRR10916163_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916164/SRR10916164_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916165/SRR10916165_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-115_RNA_cac-1__Rep1_S139/149-115_RNA_cac-1__Rep1_S139_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-117_RNA_cac-1__Rep3_S141/149-117_RNA_cac-1__Rep3_S141_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-65_RNA_cac-1_cac-2___S65/149-65_RNA_cac-1_cac-2___S65_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-66_RNA_cac-1_cac-2___S66/149-66_RNA_cac-1_cac-2___S66_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-67_RNA_cac-1_cac-2___S67/149-67_RNA_cac-1_cac-2___S67_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-96_RNA_cac-1-suz-12__Rep1_S96/149-96_RNA_cac-1-suz-12__Rep1_S96_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-97_RNA_cac-1-suz-12__Rep2_S121/149-97_RNA_cac-1-suz-12__Rep2_S121_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-98_RNA_cac-1-suz-12__Rep3_S122/149-98_RNA_cac-1-suz-12__Rep3_S122_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690267/SRR7690267_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690268/SRR7690268_Aligned.sortedByCoord.out.bam
NCU05648	CM002241.1;CM002241.1	1210106;1211471	1211400;1213121	-;-	2946	536	364	558	373	327	378	1061	1401	1067	188	195	226	441	212	246	470	438	343	180	158	153	764	899	874	774	119	165	309	51	165	158	151	367	128	1477	1469	1321	267	140	289	32	25
NCU05647	CM002241.1;CM002241.1	1215489;1216341	1216280;1216427	-;-	879	64	56	55	72	81	76	60	48	67	146	132	158	36	13	35	67	56	44	44	65	36	88	151	166	133	26	25	39	28	110	70	68	128	135	84	142	58	34	19	72	9	7
NCU05646	CM002241.1	1218013	1219341	+	1329	1498	1246	1480	1485	1158	1302	1401	1473	1352	688	691	957	309	213	173	1337	1471	1067	455	526	480	2597	3351	3242	2436	232	184	153	50	153	149	129	286	105	146	186	100	884	453	685	57	177
NCU05645	CM002241.1;CM002241.1	1220549;1221448	1221375;1221475	-;-	855	905	858	942	816	636	645	996	1248	1317	264	290	368	368	365	359	658	846	520	147	195	169	1331	1788	1810	1299	298	309	335	92	271	211	158	480	138	375	382	291	413	294	611	106	91
gpit-1	CM002241.1;CM002241.1;CM002241.1	1222107;1222594;1223055	1222519;1222994;1224139	+;+;+	1899	3873	3333	3744	3340	3135	3240	3476	4128	4243	1880	1848	2372	1157	914	807	3530	3552	2496	1605	1955	1497	6000	7756	7579	6008	926	861	1040	313	1127	809	275	502	314	887	991	622	2196	1781	2260	494	525
NCU05643	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1224246;1224467;1224795;1225040;1225206;1225362;1225745	1224379;1224706;1224904;1225118;1225267;1225663;1226344	-;-;-;-;-;-;-	1527	41	22	21	56	37	64	19	30	52	22	16	20	9	18	6	15	24	29	16	5	15	41	57	28	35	26	6	21	8	40	32	32	88	58	62	58	38	6	16	28	18	14
NCU05642	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1227286;1227595;1228655;1229658;1229753;1229903	1227518;1228603;1229602;1229684;1229851;1230148	-;-;-;-;-;-	2562	10105	12009	9373	10445	9163	10491	5630	7592	7029	8399	7983	10707	2916	2485	2697	5809	5280	4434	2857	3384	3437	7158	9243	9000	7071	4194	2853	2640	973	3950	2516	927	1789	1064	3501	3898	2071	3244	2516	3039	1091	949
NCU05641	CM002241.1	1231335	1231871	-	537	494	388	549	501	455	511	225	272	278	201	240	348	341	233	228	510	518	392	220	279	214	1210	1363	1314	1121	133	206	287	75	183	150	85	159	73	116	255	105	259	208	495	18	44
NCU05640	CM002241.1;CM002241.1;CM002241.1	1232480;1233691;1235658	1233635;1235592;1235959	+;+;+	3360	2194	1770	2038	2201	1918	1945	1658	2180	1988	835	829	1111	513	362	370	2057	2460	1549	733	862	828	3586	4422	4460	3696	367	414	434	155	369	364	195	349	210	329	496	264	1245	685	1302	120	266
NCU05639	CM002241.1;CM002241.1	1237277;1238029	1237619;1238438	+;+	753	785	116	1133	1467	1271	1102	282	361	432	259	246	254	739	91	189	2382	3753	1647	453	614	439	4676	5907	5841	4908	455	580	1179	53	332	354	194	565	441	85	193	145	1167	917	1341	8	5
stk-34	CM002241.1;CM002241.1	1239329;1241710	1241624;1241861	-;-	2448	3669	3353	3671	2790	2364	2737	1934	2312	2015	2787	2639	3757	1374	987	867	3103	3815	2011	737	965	952	10347	13148	13060	10855	812	1133	1126	443	1333	787	547	1086	824	1004	1820	953	1797	1060	2955	233	535
NCU05637	CM002241.1;CM002241.1	1243699;1244017	1243962;1245888	+;+	2136	454	318	404	405	334	330	212	259	241	389	381	406	194	124	112	468	537	386	115	170	108	1027	1304	1320	1064	86	121	210	54	259	246	132	223	215	326	610	339	241	155	383	37	90
NCU12092	CM002241.1	1247050	1247412	+	363	193	174	164	128	147	108	247	323	292	71	58	90	112	85	77	124	119	114	67	164	85	261	407	422	339	78	88	134	26	86	32	32	80	14	77	79	24	143	124	213	79	60
NCU05635	CM002241.1;CM002241.1	1248336;1250110	1250041;1250158	-;-	1755	1310	1029	1146	984	904	992	1247	1697	1526	347	332	436	241	167	160	819	833	702	466	480	419	1566	2154	2215	1476	184	132	83	30	106	98	66	118	58	110	162	81	613	391	531	125	176
NCU10477	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1251633;1251772;1252089;1252250	1251699;1252019;1252168;1252325	-;-;-;-	471	4687	5210	4870	5244	4773	4896	7542	8630	8459	2789	3602	5538	2465	2036	2411	4372	4194	3396	2874	3535	2586	9312	11529	11433	9284	1693	1675	2469	1171	3919	2901	1578	3225	2137	3893	4730	2534	3153	2672	4259	581	716
NCU05634	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1253396;1253541;1253698;1254145;1254286;1256831;1257099	1253473;1253607;1254078;1254233;1256781;1257044;1259071	+;+;+;+;+;+;+	5298	2401	1722	2178	2386	1981	2085	1659	2245	1992	1137	890	1146	617	421	436	2716	2667	1847	1113	1047	1109	4069	4593	4360	3948	470	439	508	118	446	286	120	294	160	222	501	238	1750	859	1523	283	408
NCU05633	CM002241.1;CM002241.1	1259796;1260695	1260579;1261206	-;-	1296	5579	5075	5344	5320	4819	4603	4874	5973	5657	2416	2352	3288	1535	1266	1132	5193	5258	4004	2325	2913	2286	7445	8824	9012	7509	1181	1306	1923	739	2419	2213	614	1131	695	1377	2669	1170	3346	2371	3245	514	585
NCU05632	CM002241.1;CM002241.1	1262192;1262529	1262471;1264378	+;+	2130	556	385	539	575	407	497	387	423	378	379	392	409	238	121	115	637	576	446	304	285	246	1165	1538	1600	1262	116	119	177	92	278	298	92	209	140	200	284	135	363	228	637	54	102
NCU05631	CM002241.1	1267200	1267961	+	762	85	69	113	79	113	100	150	189	197	93	66	88	26	15	12	123	134	111	187	170	140	199	231	176	207	26	22	31	40	123	152	116	164	105	106	157	91	85	64	69	17	16
NCU17083	CM002241.1	1268128	1269792	-	1665	239	169	211	305	276	288	426	505	486	206	220	248	36	35	44	311	351	254	417	391	368	446	533	520	416	26	36	36	45	128	183	171	295	233	177	219	126	287	117	162	11	25
NCU05630	CM002241.1	1270245	1270823	-	579	102	49	51	109	103	105	156	193	190	32	35	58	53	13	4	117	89	62	76	64	59	209	195	198	164	17	20	26	14	42	46	26	86	49	38	54	42	64	60	49	6	11
NCU05629	CM002241.1;CM002241.1	1272385;1272549	1272453;1273100	-;-	621	263	12	520	361	312	290	213	286	142	19	19	25	268	122	142	356	279	272	69	142	122	85	101	83	89	133	159	251	113	710	328	72	123	49	75	108	38	67	99	24	14	8
NCU05628	CM002241.1;CM002241.1;CM002241.1	1274355;1274490;1274683	1274411;1274616;1274963	-;-;-	465	174	141	194	178	128	183	31	53	58	106	145	204	84	10	61	247	338	250	99	139	105	444	489	444	407	124	110	156	46	234	133	39	100	54	60	81	31	193	142	277	8	15
NCU05627	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1276091;1276511;1277621;1277940	1276440;1277538;1277872;1277956	-;-;-;-	1647	3463	1543	1789	3063	2684	2782	691	901	1029	297	316	376	1123	792	586	1971	2532	1332	2742	2306	954	2581	3183	3128	2610	963	900	923	1258	10898	1922	244	401	433	450	727	414	1378	870	946	180	2234
NCU05626	CM002241.1	1281025	1282197	+	1173	75	63	72	66	64	66	32	21	36	31	49	67	12	14	13	53	60	44	18	33	25	39	53	67	43	11	14	35	38	138	115	10	32	37	22	46	24	21	37	43	13	55
NCU05625	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1282258;1282542;1283031;1284045	1282463;1282971;1283509;1284186	-;-;-;-	1257	316	278	242	461	482	437	252	320	313	241	228	329	92	46	68	339	362	233	118	115	103	326	351	332	359	41	47	90	34	108	89	37	65	43	59	81	46	211	147	129	12	56
NCU05624	CM002241.1	1284834	1286300	+	1467	1044	847	944	1100	981	960	1191	1402	1510	393	443	622	376	343	218	977	1113	740	368	473	393	1172	1495	1473	1102	272	299	566	62	335	278	168	341	180	148	197	160	723	464	503	23	64
tim17	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1286657;1286769;1287073;1287361	1286698;1287004;1287193;1287429	-;-;-;-	468	2520	2645	2684	3170	2588	2691	4748	6109	5915	1226	1385	1832	1240	2028	1325	1862	1609	1410	967	1221	999	3214	3823	3943	3094	770	886	1440	349	1579	713	274	481	190	876	1095	502	1076	960	1338	474	309
arg-15	CM002241.1;CM002241.1	1290394;1291455	1291392;1293194	+;+	2739	2683	2757	2580	2561	2215	2519	2805	3651	3098	2169	2118	2836	612	592	456	2266	2212	1442	1148	1129	943	3507	4378	4411	3475	528	501	359	343	1183	869	240	403	257	617	863	433	1522	801	1280	270	360
NCU05621	CM002241.1	1295709	1296704	+	996	2	2	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	2	1	3	2	0	0	0	4	1	4	18	13	6	10	4	0	0	0	7	5
NCU17086	CM002241.1;CM002241.1;CM002241.1	1297654;1297850;1298672	1297727;1298128;1298876	-;-;-	558	1	1	0	2	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	3	6	0	0	0	0	1	2	0	2
NCU05620	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1299884;1299884;1300013;1300013	1299946;1299946;1305817;1305817	-;-;-;-	5868	7427	5225	6723	7013	6290	6166	5161	6291	5761	4629	4018	5103	2273	1667	1647	8096	8214	5898	2878	3055	3038	13088	14924	14591	12586	1580	1431	2015	670	2791	2028	903	1948	930	1859	2445	1281	4910	2801	4583	546	797
NCU05619	CM002241.1;CM002241.1	1307705;1308001	1307931;1308058	-;-	285	24	17	26	66	43	39	17	15	15	23	28	31	15	5	15	85	114	78	43	68	51	69	120	116	66	30	19	46	14	41	42	31	48	44	14	20	8	48	36	31	14	4
NCU05618	CM002241.1	1309342	1310286	+	945	257	196	226	267	235	230	293	414	415	105	139	208	136	138	102	186	230	176	121	152	126	407	532	554	349	101	137	205	43	161	76	70	106	56	87	141	48	181	152	217	34	19
NCU05617	CM002241.1	1311760	1313202	-	1443	420	368	308	364	298	297	445	559	433	148	124	195	104	83	47	266	282	172	56	57	95	420	577	573	423	66	51	55	6	44	24	12	27	16	28	27	21	173	93	148	14	20
NCU05616	CM002241.1;CM002241.1	1313543;1313932	1313743;1314747	+;+	1017	327	560	264	601	522	450	526	689	656	43	30	53	74	65	45	166	153	153	98	95	97	227	225	234	246	33	58	102	184	826	520	168	412	178	571	534	322	82	90	102	231	184
NCU05615	CM002241.1	1315375	1316610	-	1236	0	2	0	6	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	10	6	0	0	0	17	17
NCU05614	CM002241.1;CM002241.1	1317951;1319018	1318963;1319201	-;-	1197	2	0	2	4	3	4	2	2	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	6	0	0	4	0	0	0	2	2	0	0	13	11
NCU05613	CM002241.1;CM002241.1	1321431;1321906	1321813;1322368	-;-	846	38	30	16	19	27	25	15	25	22	0	3	3	0	0	0	2	4	5	2	5	0	2	1	5	0	0	0	0	2	12	18	7	28	9	8	6	4	3	0	0	34	52
NCU17087	CM002241.1;CM002241.1;CM002241.1	1323216;1323716;1323946	1323659;1323867;1324222	-;-;-	873	31	34	19	33	24	21	19	15	24	4	1	1	0	0	0	0	2	0	2	0	4	2	3	0	2	0	0	0	2	4	10	2	0	4	0	0	2	2	2	0	8	32
NCU05612	CM002241.1	1324551	1325996	-	1446	44	29	7	45	27	25	27	20	17	0	0	1	0	0	0	6	2	4	6	0	2	2	6	6	1	0	0	0	0	0	2	2	0	2	0	0	0	2	0	0	7	51
NCU05611	CM002241.1;CM002241.1	1327665;1328318	1328054;1328743	+;+	816	3	13	2	10	1	20	10	14	2	0	4	0	4	4	2	4	3	0	0	2	6	3	4	2	1	0	2	1	6	12	6	4	2	4	24	6	12	3	6	0	41	42
NCU05609	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1340321;1340623;1340829;1341172	1340523;1340739;1341096;1341651	+;+;+;+	1068	93	100	75	144	124	141	185	188	178	32	55	46	25	16	10	77	70	71	70	64	70	125	143	112	102	25	10	4	17	65	56	35	71	44	34	70	39	38	19	18	172	60
NCU05608	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1342074;1342625;1345929;1347369;1348411;1349818	1342565;1345870;1347167;1348258;1349739;1349953	-;-;-;-;-;-	7332	7994	7502	7694	8206	7284	7295	8284	10626	8796	4651	4215	5675	1697	1434	1473	7764	7923	6047	3155	3479	3482	11844	13432	13191	11632	1258	1267	1297	580	1923	1237	695	1451	774	1621	2254	1460	4881	2436	4167	710	1124
NCU05607	CM002241.1	1351572	1352513	+	942	822	796	798	802	714	695	910	1087	1131	405	388	472	269	295	322	519	503	414	288	380	254	1008	1050	929	828	181	214	366	103	483	321	174	519	281	444	347	441	299	305	334	49	92
NCU05606	CM002241.1;CM002241.1;CM002241.1	1352751;1353473;1354648	1353409;1354417;1354744	-;-;-	1701	8888	5954	8401	7554	7342	6927	7136	9081	9015	2801	2623	3724	3136	2574	1831	10747	11552	8906	5149	6549	4746	16070	19736	20129	16494	2478	2471	3760	900	3781	2204	481	1233	490	1956	2642	1181	7218	5166	7252	1125	983
NCU05605	CM002241.1	1355399	1356598	+	1200	1318	1354	1171	1392	1139	1536	1756	2186	2289	409	506	776	553	545	441	1087	1008	815	394	498	520	1662	2330	2319	1647	441	404	605	90	394	182	108	317	110	298	392	219	626	502	658	175	127
NCU05604	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1356870;1357098;1357443;1357585;1358715;1358833;1358913;1358992;1359122	1357028;1357322;1357499;1358620;1358766;1358850;1358924;1359067;1359310	-;-;-;-;-;-;-;-;-	1824	84	152	64	59	80	74	140	143	164	31	35	59	9	7	4	29	36	30	4	9	17	21	45	30	18	11	8	11	21	72	46	65	68	74	53	79	51	16	7	12	33	72
NCU05603	CM002241.1;CM002241.1	1361435;1361762	1361691;1364705	+;+	3201	363	266	388	278	280	288	425	449	437	195	177	317	244	112	71	430	467	301	218	201	225	681	774	810	664	158	117	124	22	67	65	36	85	20	96	96	49	326	176	236	42	59
NCU05602	CM002241.1	1365324	1367147	-	1824	1286	1104	1241	1231	1074	1066	1137	1589	1334	287	310	445	444	287	249	1034	1123	764	265	330	331	1825	2201	2269	1704	224	258	311	78	271	191	134	274	145	224	304	248	606	423	773	122	171
cyt-2	CM002241.1;CM002241.1;CM002241.1	1368238;1368583;1369370	1368487;1369277;1369465	-;-;-	1041	2060	1652	1730	1928	1759	1709	2211	3105	2840	407	350	493	648	686	565	1374	1374	1126	653	839	591	1882	2252	1999	1866	557	541	865	116	571	266	66	178	74	255	320	191	750	801	945	375	222
stk-33	CM002241.1;CM002241.1	1370538;1370653	1370582;1372803	-;-	2196	1658	1725	1496	1619	1493	1553	2508	3187	2914	1133	1057	1480	548	543	376	1573	1637	1195	871	802	716	2460	2863	3056	2451	429	461	444	374	1127	805	373	789	460	869	1218	579	1027	677	843	135	141
NCU17088	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1373553;1373653;1373964;1374268;1374429;1374645;1374954;1375200	1373597;1373909;1374197;1374375;1374587;1374880;1375138;1375220	-;-;-;-;-;-;-;-	1245	557	468	518	423	396	390	418	464	452	305	259	399	180	189	157	288	324	289	161	201	182	617	822	742	638	83	165	142	61	203	194	100	275	210	278	309	277	200	163	253	34	37
NCU05599	CM002241.1;CM002241.1;CM002241.1	1376516;1376702;1376869	1376576;1376785;1376930	+;+;+	207	47398	56215	48797	38337	35069	37246	42459	52454	47581	28994	36654	59725	26282	23224	19087	33324	30883	26091	23116	27666	20769	82441	101829	101761	81626	17993	21309	31240	5841	17653	12508	5892	14586	6252	18299	18771	10088	23503	23313	34422	4492	3214
asd-1	CM002241.1;CM002241.1	1378426;1380081	1380018;1380110	+;+	1623	22786	16427	21115	10393	8768	12333	6364	6761	7682	37613	36047	47834	8718	2979	4269	23862	27069	16096	8263	8585	4698	52836	63371	62116	52930	5405	4785	7682	13769	39450	62227	60184	160766	66979	28275	27786	27813	20516	9440	23116	1303	5184
asd-3	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1380321;1380928;1381536;1381708;1382164	1380818;1381486;1381619;1382031;1382261	-;-;-;-;-	1563	859	574	576	379	322	456	268	320	323	1503	1438	1992	359	165	204	555	784	472	257	302	166	1641	1926	2006	1584	233	230	529	641	1423	2494	1961	5450	2997	1321	1102	1164	576	472	1040	87	244
NCU05596	CM002241.1;CM002241.1	1383606;1384053	1383654;1385728	+;+	1725	4	14	6	14	14	16	4	2	7	6	17	18	0	5	0	3	4	0	7	0	2	10	8	8	9	0	0	3	18	15	45	16	63	70	20	26	10	4	4	0	10	10
NCU05595	CM002241.1;CM002241.1;CM002241.1	1386090;1386593;1386921	1386432;1386866;1386984	-;-;-	681	109	149	97	97	112	102	64	81	83	65	76	109	144	66	79	105	103	110	64	90	57	126	140	139	129	84	54	90	74	195	235	72	124	91	223	361	142	57	79	83	19	15
NCU05594	CM002241.1	1389725	1391026	+	1302	3641	3537	3794	3374	2693	3314	3323	4278	4141	1123	1142	1574	1421	1151	1164	3976	4120	2731	1339	1532	1416	6073	7699	7551	5502	1448	1253	1819	950	3687	2376	208	444	137	815	1890	496	2380	1867	2220	1302	571
tob55	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1391619;1391619;1391619;1392958;1392958;1392958;1393225;1393240;1393419;1393419;1393419	1392850;1392850;1392850;1393144;1393144;1393144;1393338;1393338;1393451;1393451;1393451	-;-;-;-;-;-;-;-;-;-;-	1566	2439	1943	2324	2618	2405	2294	3435	4457	4235	1731	1594	2245	844	817	573	2569	2182	1799	1536	2011	1389	3988	4984	4807	4082	717	698	998	304	1366	786	134	354	174	632	824	354	1715	1485	1825	618	310
NCU05592	CM002241.1;CM002241.1;CM002241.1	1394358;1394441;1394584	1394384;1394520;1395271	+;+;+	795	1907	2001	1866	1487	1351	1306	1435	1776	1811	1077	1133	1539	564	431	438	1367	1558	1005	595	743	641	2130	2927	2661	2406	506	451	363	307	726	834	446	899	329	1082	1322	792	877	633	904	139	219
NCU05591	CM002241.1;CM002241.1;CM002241.1	1397009;1397210;1401013	1397126;1400936;1401811	-;-;-	4644	684	621	808	875	737	806	608	771	782	1396	1206	1523	175	173	151	727	781	613	260	289	255	889	1041	1138	887	179	119	201	61	340	178	167	149	112	133	144	102	281	227	257	56	93
NCU05589	CM002241.1;CM002241.1	1408888;1409337	1409268;1411529	+;+	2574	4604	3596	3997	3723	3226	3779	3532	4321	4194	2647	2417	3252	1521	1004	1088	4412	4295	3250	1839	2289	1849	5878	7316	7087	5970	1233	1122	1128	246	857	721	393	842	329	809	811	555	2564	1836	2459	489	559
NCU05588	CM002241.1;CM002241.1	1414969;1415323	1415268;1417329	-;-	2307	1623	1582	1405	1680	1504	1683	1824	2354	1998	727	817	996	375	315	329	1224	1167	929	542	638	591	1974	2224	2187	1881	268	221	175	109	415	222	110	325	155	259	382	207	804	534	780	136	264
NCU05587	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1418023;1418023;1418525;1418525	1418470;1418470;1419417;1419417	+;+;+;+	1341	789	644	775	775	668	694	1005	1337	1225	308	299	383	169	157	127	699	735	483	263	273	249	1116	1384	1349	1053	101	101	123	37	141	111	39	69	44	72	153	67	459	263	426	35	109
NCU05586	CM002241.1;CM002241.1;CM002241.1	1420033;1420033;1421335	1421199;1421272;1421405	-;-;-	1311	1019	966	878	1114	959	996	810	1112	960	603	570	673	436	300	306	1208	1537	910	514	639	512	1782	2314	2345	1783	608	428	643	124	514	376	164	263	128	256	390	202	774	454	778	81	60
NCU05585	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1423236;1423605;1423831;1423995	1423513;1423758;1423897;1425193	+;+;+;+	1698	346	191	302	398	380	363	318	400	395	150	191	254	161	128	113	864	1264	691	225	245	224	976	1141	1182	897	233	141	164	60	238	294	113	198	96	156	270	150	507	210	539	55	124
NCU05584	CM002241.1;CM002241.1;CM002241.1;CM002241.1	1428749;1429279;1429378;1429651	1429186;1429304;1429497;1429933	+;+;+;+	867	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	2	2	1	0	0	0	0	1	0	0	0	4	0	1	2	6	8	0	0	0	2	6	18
NCU05583	CM002241.1	1430860	1431711	-	852	210	161	148	220	175	176	114	122	128	125	88	114	126	88	83	212	262	209	134	129	73	399	425	393	359	128	85	195	41	150	130	48	169	92	126	184	76	115	128	191	32	30
NCU05582	CM002241.1	1432039	1434393	-	2355	2448	1958	2172	1828	1425	1657	1655	2224	2049	1144	1084	1386	501	467	561	2092	2233	1377	855	734	657	3825	4164	4213	3657	234	394	324	172	580	534	210	313	310	321	583	304	1063	768	1374	115	208
NCU05581	CM002241.1;CM002241.1;CM002241.1;CM002241.1;CM002241.1	1436403;1436741;1437867;1437972;1438147	1436674;1437761;1437892;1438071;1438236	+;+;+;+;+	1509	533	398	460	425	421	394	192	324	267	354	355	460	288	234	181	405	515	349	233	242	228	516	696	601	493	290	211	200	58	128	107	130	260	146	154	122	104	220	198	198	13	29
NCU05580	CM002241.1;CM002241.1	1441109;1441495	1441410;1442788	+;+	1596	10	29	13	16	16	14	11	20	2	0	2	2	2	16	2	9	2	8	6	6	6	18	26	21	6	0	4	8	4	18	14	4	12	14	8	6	8	2	3	6	7	0
NCU05579	CM002241.1;CM002241.1	1446227;1446710	1446596;1448484	+;+	2145	964	740	788	816	677	694	897	1185	1063	197	203	231	309	183	184	822	782	619	219	275	249	1522	1833	1810	1466	149	151	215	12	78	74	14	52	21	46	76	20	536	313	479	93	98
